timestamp,nodeid,nodeuuid,arch,ver_hash,gcc_ver,total_mem,mem_clock_speed,nthreads,nsockets,cpu_model,kernel_release,os_release
1634094124,hp133,21bc52e4-0e9f-11e8-bb5e-810a69dd7768,x86_64,c7711eb6a92877b95ae98c679baa6881aeb3d2dd,9.3.0,64GB,MHz,20,1,Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,5.4.0-88-generic,Ubuntu 20.04 LTS (Focal Fossa)
