run_uuid,timestamp,nodeid,nodeuuid,socket_num,dvfs,omp_nthreads_used,units,copy_omp_max,copy_omp_min,copy_omp_mean,copy_omp_stdev,scale_omp_max,scale_omp_min,scale_omp_mean,scale_omp_stdev,add_omp_max,add_omp_min,add_omp_mean,add_omp_stdev,triad_omp_max,triad_omp_min,triad_omp_mean,triad_omp_stdev
200,100,hp065,fc15a3fa-0e73-11e8-bb5e-810a69dd7768,0,yes,20,MB/s,34006.38,33367.32,33754.30,139.60,33922.55,33202.33,33692.89,126.62,38146.93,36067.61,37916.23,191.45,38228.72,37488.56,37912.80,141.91
