testname,class,size,iterations,exec_time,total_threads,avail_threads,mops_total,mops_per_thread,operation_type,verification,version,compile_date,compiler,linker,lib,inc,flags,linkflags,rand,run_uuid,timestamp,nodeid,nodeuuid,socket_num,dvfs
CG,B,75000,75,10.899,20,20,5019.477,250.974,floating point,SUCCESSFUL,3.3.1,14 Oct 2021,f77,$(F77),(none),(none),-O3 -fopenmp,-O3 -fopenmp,randi8,200,,hp065,fc15a3fa-0e73-11e8-bb5e-810a69dd7768,0,yes
