testname,class,size,iterations,exec_time,total_threads,avail_threads,mops_total,mops_per_thread,operation_type,verification,version,compile_date,compiler,linker,lib,inc,flags,linkflags,rand,run_uuid,timestamp,nodeid,nodeuuid,socket_num,dvfs
IS,D,2147483648,10,28.037,20,20,765.953,38.298,keys ranked,SUCCESSFUL,3.3.1,14 Oct 2021,cc,$(CC),-lm,(none),-O3 -fopenmp,-O3 -fopenmp,(none),200,,hp065,fc15a3fa-0e73-11e8-bb5e-810a69dd7768,0,yes
