run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
1771c7b9-2f7f-11ec-9464-1458d0584f82,hp065.utah.cloudlab.us,4,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,2.187075928,2.195648647,Success,3.579
f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200,0,0,fixed,2.236546623,2.264876262,Success,"33735.16,33668.47,37870.91,38021.55"
f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,2.265161025,2.275818138,Success,6.856
f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,2.276113531,2.289550799,Success,10.901
f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,2.289849048,2.297378302,Success,1.948
f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,2.297667179,2.307241811,Success,4.910
f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,2.307534046,2.348277902,Success,27.786
f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,2.348580206,2.357115451,Success,3.503
f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,2.357401562,2.371087096,Success,10.424
f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,2.371382093,2.380523688,Success,4.514
f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,2.380816079,2.389702187,Success,3.575
d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200,0,0,fixed,2.429425072,2.458149985,Success,"33970.72,33867.45,38160.93,38299.73"
d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,2.458464242,2.46994656,Success,6.841
d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,2.470243105,2.483384236,Success,10.856
d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,2.483680064,2.491085571,Success,1.982
d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,2.491369888,2.500817148,Success,4.914
