,run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
1140,5f9e92f9-2fdd-11ec-8949-1458d0584f82,hp065.utah.cloudlab.us,114,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,23.540247676,23.568739355,Success,38108.64
1140,5f9e92f9-2fdd-11ec-8949-1458d0584f82,hp065.utah.cloudlab.us,114,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,23.540247676,23.568739355,Success,38194.25
1150,4c3f7e39-2fde-11ec-a219-1458d0584f82,hp065.utah.cloudlab.us,115,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,23.733622555,23.762297006,Success,33855.79
1150,4c3f7e39-2fde-11ec-a219-1458d0584f82,hp065.utah.cloudlab.us,115,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,23.733622555,23.762297006,Success,33811.25
1150,4c3f7e39-2fde-11ec-a219-1458d0584f82,hp065.utah.cloudlab.us,115,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,23.733622555,23.762297006,Success,38076.25
1150,4c3f7e39-2fde-11ec-a219-1458d0584f82,hp065.utah.cloudlab.us,115,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,23.733622555,23.762297006,Success,38048.47
1160,06355e69-2fdf-11ec-9ebd-1458d0584f82,hp065.utah.cloudlab.us,116,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,23.933972044,23.962310974,Success,33916.77
1160,06355e69-2fdf-11ec-9ebd-1458d0584f82,hp065.utah.cloudlab.us,116,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,23.933972044,23.962310974,Success,33809.41
1160,06355e69-2fdf-11ec-9ebd-1458d0584f82,hp065.utah.cloudlab.us,116,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,23.933972044,23.962310974,Success,38083.38
1160,06355e69-2fdf-11ec-9ebd-1458d0584f82,hp065.utah.cloudlab.us,116,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,23.933972044,23.962310974,Success,38201.4
1170,cfa0a97a-2fdf-11ec-8f43-1458d0584f82,hp065.utah.cloudlab.us,117,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,24.138122199,24.166329547,Success,33813.35
1170,cfa0a97a-2fdf-11ec-8f43-1458d0584f82,hp065.utah.cloudlab.us,117,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,24.138122199,24.166329547,Success,33721.39
1170,cfa0a97a-2fdf-11ec-8f43-1458d0584f82,hp065.utah.cloudlab.us,117,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,24.138122199,24.166329547,Success,37973.89
1170,cfa0a97a-2fdf-11ec-8f43-1458d0584f82,hp065.utah.cloudlab.us,117,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,24.138122199,24.166329547,Success,38097.33
1180,9914ec11-2fe0-11ec-806d-1458d0584f82,hp065.utah.cloudlab.us,118,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,24.341898193,24.370989892,Success,33906.27
1180,9914ec11-2fe0-11ec-806d-1458d0584f82,hp065.utah.cloudlab.us,118,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,24.341898193,24.370989892,Success,33815.84
1180,9914ec11-2fe0-11ec-806d-1458d0584f82,hp065.utah.cloudlab.us,118,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,24.341898193,24.370989892,Success,38032.12
1180,9914ec11-2fe0-11ec-806d-1458d0584f82,hp065.utah.cloudlab.us,118,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,24.341898193,24.370989892,Success,38243.45
1190,62083c26-2fe1-11ec-818a-1458d0584f82,hp065.utah.cloudlab.us,119,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,24.539196835,24.566883643,Success,34010.25
1190,62083c26-2fe1-11ec-818a-1458d0584f82,hp065.utah.cloudlab.us,119,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,24.539196835,24.566883643,Success,33923.09
1190,62083c26-2fe1-11ec-818a-1458d0584f82,hp065.utah.cloudlab.us,119,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,24.539196835,24.566883643,Success,38185.65
1190,62083c26-2fe1-11ec-818a-1458d0584f82,hp065.utah.cloudlab.us,119,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,24.539196835,24.566883643,Success,38268.96
1200,2b884426-2fe2-11ec-9642-1458d0584f82,hp065.utah.cloudlab.us,120,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,24.738528724,24.766759334,Success,33910.47
1200,2b884426-2fe2-11ec-9642-1458d0584f82,hp065.utah.cloudlab.us,120,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,24.738528724,24.766759334,Success,33813.89
1200,2b884426-2fe2-11ec-9642-1458d0584f82,hp065.utah.cloudlab.us,120,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,24.738528724,24.766759334,Success,38035.76
1200,2b884426-2fe2-11ec-9642-1458d0584f82,hp065.utah.cloudlab.us,120,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,24.738528724,24.766759334,Success,38160.02
1210,f4edded3-2fe2-11ec-bbfe-1458d0584f82,hp065.utah.cloudlab.us,121,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,24.942708084,24.97095295,Success,33887.68
1210,f4edded3-2fe2-11ec-bbfe-1458d0584f82,hp065.utah.cloudlab.us,121,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,24.942708084,24.97095295,Success,33828.46
1210,f4edded3-2fe2-11ec-bbfe-1458d0584f82,hp065.utah.cloudlab.us,121,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,24.942708084,24.97095295,Success,38091.63
1210,f4edded3-2fe2-11ec-bbfe-1458d0584f82,hp065.utah.cloudlab.us,121,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,24.942708084,24.97095295,Success,38211.86
1220,bdf11bd9-2fe3-11ec-b948-1458d0584f82,hp065.utah.cloudlab.us,122,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,25.128180453,25.156549878,Success,32763.43
1220,bdf11bd9-2fe3-11ec-b948-1458d0584f82,hp065.utah.cloudlab.us,122,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,25.128180453,25.156549878,Success,32688.17
1220,bdf11bd9-2fe3-11ec-b948-1458d0584f82,hp065.utah.cloudlab.us,122,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,25.128180453,25.156549878,Success,37098.34
1220,bdf11bd9-2fe3-11ec-b948-1458d0584f82,hp065.utah.cloudlab.us,122,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,25.128180453,25.156549878,Success,37297.21
1230,7a296fb1-2fe4-11ec-81ef-1458d0584f82,hp065.utah.cloudlab.us,123,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,25.330554501,25.359672163,Success,33915.08
1230,7a296fb1-2fe4-11ec-81ef-1458d0584f82,hp065.utah.cloudlab.us,123,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,25.330554501,25.359672163,Success,33842.59
1230,7a296fb1-2fe4-11ec-81ef-1458d0584f82,hp065.utah.cloudlab.us,123,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,25.330554501,25.359672163,Success,38062.2
1230,7a296fb1-2fe4-11ec-81ef-1458d0584f82,hp065.utah.cloudlab.us,123,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,25.330554501,25.359672163,Success,38329.31
1240,44dffa73-2fe5-11ec-93bc-1458d0584f82,hp065.utah.cloudlab.us,124,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,25.532746943,25.5606706,Success,33854.92
1240,44dffa73-2fe5-11ec-93bc-1458d0584f82,hp065.utah.cloudlab.us,124,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,25.532746943,25.5606706,Success,33770.54
1240,44dffa73-2fe5-11ec-93bc-1458d0584f82,hp065.utah.cloudlab.us,124,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,25.532746943,25.5606706,Success,38010.67
1240,44dffa73-2fe5-11ec-93bc-1458d0584f82,hp065.utah.cloudlab.us,124,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,25.532746943,25.5606706,Success,38015.95
1250,0e67c602-2fe6-11ec-9d95-1458d0584f82,hp065.utah.cloudlab.us,125,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,25.735187634,25.763527726,Success,33841.52
1250,0e67c602-2fe6-11ec-9d95-1458d0584f82,hp065.utah.cloudlab.us,125,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,25.735187634,25.763527726,Success,33759.62
1250,0e67c602-2fe6-11ec-9d95-1458d0584f82,hp065.utah.cloudlab.us,125,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,25.735187634,25.763527726,Success,38000.87
1250,0e67c602-2fe6-11ec-9d95-1458d0584f82,hp065.utah.cloudlab.us,125,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,25.735187634,25.763527726,Success,38170.28
1260,d7eab01c-2fe6-11ec-b1da-1458d0584f82,hp065.utah.cloudlab.us,126,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,25.938768521,25.967036696,Success,33813.44
1260,d7eab01c-2fe6-11ec-b1da-1458d0584f82,hp065.utah.cloudlab.us,126,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,25.938768521,25.967036696,Success,33713.11
1260,d7eab01c-2fe6-11ec-b1da-1458d0584f82,hp065.utah.cloudlab.us,126,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,25.938768521,25.967036696,Success,37959.31
1260,d7eab01c-2fe6-11ec-b1da-1458d0584f82,hp065.utah.cloudlab.us,126,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,25.938768521,25.967036696,Success,38102.93
1270,c7a39752-2fe7-11ec-8902-1458d0584f82,hp065.utah.cloudlab.us,127,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,26.134097352,26.162794687,Success,33825.83
1270,c7a39752-2fe7-11ec-8902-1458d0584f82,hp065.utah.cloudlab.us,127,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,26.134097352,26.162794687,Success,33729.94
1270,c7a39752-2fe7-11ec-8902-1458d0584f82,hp065.utah.cloudlab.us,127,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,26.134097352,26.162794687,Success,37964.18
1270,c7a39752-2fe7-11ec-8902-1458d0584f82,hp065.utah.cloudlab.us,127,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,26.134097352,26.162794687,Success,38154.88
1280,823a6a95-2fe8-11ec-b14c-1458d0584f82,hp065.utah.cloudlab.us,128,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,26.338307264,26.366840688,Success,33903.8
1280,823a6a95-2fe8-11ec-b14c-1458d0584f82,hp065.utah.cloudlab.us,128,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,26.338307264,26.366840688,Success,33801.75
1280,823a6a95-2fe8-11ec-b14c-1458d0584f82,hp065.utah.cloudlab.us,128,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,26.338307264,26.366840688,Success,38035.72
1280,823a6a95-2fe8-11ec-b14c-1458d0584f82,hp065.utah.cloudlab.us,128,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,26.338307264,26.366840688,Success,38133.91
1290,71d2385d-2fe9-11ec-a53b-1458d0584f82,hp065.utah.cloudlab.us,129,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,26.532154872,26.560489088,Success,33875.83
1290,71d2385d-2fe9-11ec-a53b-1458d0584f82,hp065.utah.cloudlab.us,129,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,26.532154872,26.560489088,Success,33801.71
1290,71d2385d-2fe9-11ec-a53b-1458d0584f82,hp065.utah.cloudlab.us,129,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,26.532154872,26.560489088,Success,38020.81
1290,71d2385d-2fe9-11ec-a53b-1458d0584f82,hp065.utah.cloudlab.us,129,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,26.532154872,26.560489088,Success,38241.45
1300,2da07bc1-2fea-11ec-950a-1458d0584f82,hp065.utah.cloudlab.us,130,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,26.735887522,26.764622089,Success,33879.75
1300,2da07bc1-2fea-11ec-950a-1458d0584f82,hp065.utah.cloudlab.us,130,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,26.735887522,26.764622089,Success,33805.7
1300,2da07bc1-2fea-11ec-950a-1458d0584f82,hp065.utah.cloudlab.us,130,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,26.735887522,26.764622089,Success,37972.22
1300,2da07bc1-2fea-11ec-950a-1458d0584f82,hp065.utah.cloudlab.us,130,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,26.735887522,26.764622089,Success,38142.38
1310,f7459622-2fea-11ec-98d9-1458d0584f82,hp065.utah.cloudlab.us,131,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,26.9402817,26.968807911,Success,33836.05
1310,f7459622-2fea-11ec-98d9-1458d0584f82,hp065.utah.cloudlab.us,131,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,26.9402817,26.968807911,Success,33756.04
1310,f7459622-2fea-11ec-98d9-1458d0584f82,hp065.utah.cloudlab.us,131,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,26.9402817,26.968807911,Success,37991.54
1310,f7459622-2fea-11ec-98d9-1458d0584f82,hp065.utah.cloudlab.us,131,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,26.9402817,26.968807911,Success,38109.95
1320,c0beb8f3-2feb-11ec-a374-1458d0584f82,hp065.utah.cloudlab.us,132,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,27.142567062,27.170864587,Success,33859.65
1320,c0beb8f3-2feb-11ec-a374-1458d0584f82,hp065.utah.cloudlab.us,132,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,27.142567062,27.170864587,Success,33803.31
1320,c0beb8f3-2feb-11ec-a374-1458d0584f82,hp065.utah.cloudlab.us,132,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,27.142567062,27.170864587,Success,38058.21
1320,c0beb8f3-2feb-11ec-a374-1458d0584f82,hp065.utah.cloudlab.us,132,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,27.142567062,27.170864587,Success,38048.81
1330,8b7f070a-2fec-11ec-9db3-1458d0584f82,hp065.utah.cloudlab.us,133,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,27.345181382,27.373815462,Success,33698.72
1330,8b7f070a-2fec-11ec-9db3-1458d0584f82,hp065.utah.cloudlab.us,133,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,27.345181382,27.373815462,Success,33609.33
1330,8b7f070a-2fec-11ec-9db3-1458d0584f82,hp065.utah.cloudlab.us,133,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,27.345181382,27.373815462,Success,37785.59
1330,8b7f070a-2fec-11ec-9db3-1458d0584f82,hp065.utah.cloudlab.us,133,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,27.345181382,27.373815462,Success,37931.66
1340,5532c49e-2fed-11ec-9265-1458d0584f82,hp065.utah.cloudlab.us,134,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,27.5471017,27.575220908,Success,33992.26
1340,5532c49e-2fed-11ec-9265-1458d0584f82,hp065.utah.cloudlab.us,134,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,27.5471017,27.575220908,Success,33886.35
1340,5532c49e-2fed-11ec-9265-1458d0584f82,hp065.utah.cloudlab.us,134,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,27.5471017,27.575220908,Success,38143.99
1340,5532c49e-2fed-11ec-9265-1458d0584f82,hp065.utah.cloudlab.us,134,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,27.5471017,27.575220908,Success,38229.92
1350,1e05f981-2fee-11ec-8061-1458d0584f82,hp065.utah.cloudlab.us,135,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,27.746046291,27.774024912,Success,33937.87
1350,1e05f981-2fee-11ec-8061-1458d0584f82,hp065.utah.cloudlab.us,135,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,27.746046291,27.774024912,Success,33839.64
1350,1e05f981-2fee-11ec-8061-1458d0584f82,hp065.utah.cloudlab.us,135,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,27.746046291,27.774024912,Success,38097.6
1350,1e05f981-2fee-11ec-8061-1458d0584f82,hp065.utah.cloudlab.us,135,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,27.746046291,27.774024912,Success,38103.8
1360,e797780b-2fee-11ec-9699-1458d0584f82,hp065.utah.cloudlab.us,136,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,27.950337132,27.978384261,Success,33833.82
1360,e797780b-2fee-11ec-9699-1458d0584f82,hp065.utah.cloudlab.us,136,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,27.950337132,27.978384261,Success,33760.49
1360,e797780b-2fee-11ec-9699-1458d0584f82,hp065.utah.cloudlab.us,136,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,27.950337132,27.978384261,Success,37986.39
1360,e797780b-2fee-11ec-9699-1458d0584f82,hp065.utah.cloudlab.us,136,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,27.950337132,27.978384261,Success,38114.02
1370,d73ef2bf-2fef-11ec-a371-1458d0584f82,hp065.utah.cloudlab.us,137,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,28.1425105,28.170947663,Success,33909.61
1370,d73ef2bf-2fef-11ec-a371-1458d0584f82,hp065.utah.cloudlab.us,137,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,28.1425105,28.170947663,Success,33813.53
1370,d73ef2bf-2fef-11ec-a371-1458d0584f82,hp065.utah.cloudlab.us,137,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,28.1425105,28.170947663,Success,38061.69
1370,d73ef2bf-2fef-11ec-a371-1458d0584f82,hp065.utah.cloudlab.us,137,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,28.1425105,28.170947663,Success,38044.25
1380,91c023a6-2ff0-11ec-ad08-1458d0584f82,hp065.utah.cloudlab.us,138,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,28.346374521,28.374841274,Success,33962.73
1380,91c023a6-2ff0-11ec-ad08-1458d0584f82,hp065.utah.cloudlab.us,138,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,28.346374521,28.374841274,Success,33878.12
1380,91c023a6-2ff0-11ec-ad08-1458d0584f82,hp065.utah.cloudlab.us,138,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,28.346374521,28.374841274,Success,38151.27
1380,91c023a6-2ff0-11ec-ad08-1458d0584f82,hp065.utah.cloudlab.us,138,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,28.346374521,28.374841274,Success,38296.59
1390,8173779c-2ff1-11ec-86b1-1458d0584f82,hp065.utah.cloudlab.us,139,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,28.542070354,28.570500075,Success,33889.08
