,run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
1392,8173779c-2ff1-11ec-86b1-1458d0584f82,hp065.utah.cloudlab.us,139,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,28.581888008,28.595274856,Success,10.877
1393,8173779c-2ff1-11ec-86b1-1458d0584f82,hp065.utah.cloudlab.us,139,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,28.595591773,28.603005399,Success,1.942
1394,8173779c-2ff1-11ec-86b1-1458d0584f82,hp065.utah.cloudlab.us,139,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,28.603283622,28.612851367,Success,4.932
1395,8173779c-2ff1-11ec-86b1-1458d0584f82,hp065.utah.cloudlab.us,139,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,28.613178327,28.654468283,Success,27.942
1396,8173779c-2ff1-11ec-86b1-1458d0584f82,hp065.utah.cloudlab.us,139,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,28.654776325,28.663286979,Success,3.522
1397,8173779c-2ff1-11ec-86b1-1458d0584f82,hp065.utah.cloudlab.us,139,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,28.663570619,28.677149154,Success,10.414
1398,8173779c-2ff1-11ec-86b1-1458d0584f82,hp065.utah.cloudlab.us,139,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,28.67744365,28.686592593,Success,4.527
1399,8173779c-2ff1-11ec-86b1-1458d0584f82,hp065.utah.cloudlab.us,139,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,28.68688776,28.69544531,Success,3.609
1401,3d437f70-2ff2-11ec-80a3-1458d0584f82,hp065.utah.cloudlab.us,140,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,28.775395348,28.78586523,Success,6.877
1402,3d437f70-2ff2-11ec-80a3-1458d0584f82,hp065.utah.cloudlab.us,140,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,28.786162663,28.799532452,Success,10.902
1403,3d437f70-2ff2-11ec-80a3-1458d0584f82,hp065.utah.cloudlab.us,140,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,28.799843511,28.807202172,Success,1.948
1404,3d437f70-2ff2-11ec-80a3-1458d0584f82,hp065.utah.cloudlab.us,140,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,28.807505773,28.816954389,Success,4.913
1405,3d437f70-2ff2-11ec-80a3-1458d0584f82,hp065.utah.cloudlab.us,140,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,28.817275731,28.858432985,Success,28.04
1406,3d437f70-2ff2-11ec-80a3-1458d0584f82,hp065.utah.cloudlab.us,140,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,28.858740656,28.867156113,Success,3.575
1407,3d437f70-2ff2-11ec-80a3-1458d0584f82,hp065.utah.cloudlab.us,140,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,28.867464315,28.881342065,Success,10.411
1408,3d437f70-2ff2-11ec-80a3-1458d0584f82,hp065.utah.cloudlab.us,140,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,28.881633568,28.890587956,Success,4.494
1409,3d437f70-2ff2-11ec-80a3-1458d0584f82,hp065.utah.cloudlab.us,140,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,28.890892645,28.899299383,Success,3.579
1411,2d1f66b4-2ff3-11ec-b35f-1458d0584f82,hp065.utah.cloudlab.us,141,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,28.969700881,28.980431133,Success,6.848
1412,2d1f66b4-2ff3-11ec-b35f-1458d0584f82,hp065.utah.cloudlab.us,141,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,28.980732479,28.994250338,Success,10.9
1413,2d1f66b4-2ff3-11ec-b35f-1458d0584f82,hp065.utah.cloudlab.us,141,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,28.99454778,29.002012788,Success,1.965
1414,2d1f66b4-2ff3-11ec-b35f-1458d0584f82,hp065.utah.cloudlab.us,141,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,29.002323456,29.01188115,Success,4.913
1415,2d1f66b4-2ff3-11ec-b35f-1458d0584f82,hp065.utah.cloudlab.us,141,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,29.012199059,29.053067565,Success,27.895
1416,2d1f66b4-2ff3-11ec-b35f-1458d0584f82,hp065.utah.cloudlab.us,141,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,29.053390375,29.061970387,Success,3.565
1417,2d1f66b4-2ff3-11ec-b35f-1458d0584f82,hp065.utah.cloudlab.us,141,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,29.062259205,29.07634007,Success,10.414
1418,2d1f66b4-2ff3-11ec-b35f-1458d0584f82,hp065.utah.cloudlab.us,141,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,29.076637217,29.085821827,Success,4.473
1419,2d1f66b4-2ff3-11ec-b35f-1458d0584f82,hp065.utah.cloudlab.us,141,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,29.086107612,29.09452062,Success,3.579
1421,e8df4704-2ff3-11ec-b7d6-1458d0584f82,hp065.utah.cloudlab.us,142,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,29.173659088,29.184110746,Success,6.87
1422,e8df4704-2ff3-11ec-b7d6-1458d0584f82,hp065.utah.cloudlab.us,142,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,29.184406515,29.197566551,Success,10.858
1423,e8df4704-2ff3-11ec-b7d6-1458d0584f82,hp065.utah.cloudlab.us,142,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,29.19786245,29.205203181,Success,1.948
1424,e8df4704-2ff3-11ec-b7d6-1458d0584f82,hp065.utah.cloudlab.us,142,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,29.20553613,29.214966,Success,4.912
1425,e8df4704-2ff3-11ec-b7d6-1458d0584f82,hp065.utah.cloudlab.us,142,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,29.215261127,29.255836602,Success,28.042
1426,e8df4704-2ff3-11ec-b7d6-1458d0584f82,hp065.utah.cloudlab.us,142,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,29.256140354,29.264647703,Success,3.542
1427,e8df4704-2ff3-11ec-b7d6-1458d0584f82,hp065.utah.cloudlab.us,142,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,29.264932251,29.27838165,Success,10.383
1428,e8df4704-2ff3-11ec-b7d6-1458d0584f82,hp065.utah.cloudlab.us,142,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,29.278673815,29.287700432,Success,4.481
1429,e8df4704-2ff3-11ec-b7d6-1458d0584f82,hp065.utah.cloudlab.us,142,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,29.287985826,29.296619223,Success,3.585
1431,b39f958e-2ff4-11ec-abf1-1458d0584f82,hp065.utah.cloudlab.us,143,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,29.376106724,29.386789799,Success,6.855
1432,b39f958e-2ff4-11ec-abf1-1458d0584f82,hp065.utah.cloudlab.us,143,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,29.387085132,29.400795432,Success,10.927
1433,b39f958e-2ff4-11ec-abf1-1458d0584f82,hp065.utah.cloudlab.us,143,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,29.40108686,29.408384805,Success,1.966
1434,b39f958e-2ff4-11ec-abf1-1458d0584f82,hp065.utah.cloudlab.us,143,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,29.408664842,29.418236473,Success,4.913
1435,b39f958e-2ff4-11ec-abf1-1458d0584f82,hp065.utah.cloudlab.us,143,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,29.418532888,29.459232475,Success,28.008
1436,b39f958e-2ff4-11ec-abf1-1458d0584f82,hp065.utah.cloudlab.us,143,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,29.45955723,29.468143366,Success,3.602
1437,b39f958e-2ff4-11ec-abf1-1458d0584f82,hp065.utah.cloudlab.us,143,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,29.468425147,29.481990594,Success,10.437
1438,b39f958e-2ff4-11ec-abf1-1458d0584f82,hp065.utah.cloudlab.us,143,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,29.482279381,29.491231388,Success,4.479
1439,b39f958e-2ff4-11ec-abf1-1458d0584f82,hp065.utah.cloudlab.us,143,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,29.491513996,29.499976437,Success,3.604
1441,7e6e846a-2ff5-11ec-8577-1458d0584f82,hp065.utah.cloudlab.us,144,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,29.579958556,29.590690783,Success,6.851
1442,7e6e846a-2ff5-11ec-8577-1458d0584f82,hp065.utah.cloudlab.us,144,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,29.590992631,29.604351996,Success,10.912
1443,7e6e846a-2ff5-11ec-8577-1458d0584f82,hp065.utah.cloudlab.us,144,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,29.604683482,29.612218694,Success,1.962
1444,7e6e846a-2ff5-11ec-8577-1458d0584f82,hp065.utah.cloudlab.us,144,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,29.612506609,29.622015436,Success,4.925
1445,7e6e846a-2ff5-11ec-8577-1458d0584f82,hp065.utah.cloudlab.us,144,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,29.622312427,29.662787829,Success,27.837
1446,7e6e846a-2ff5-11ec-8577-1458d0584f82,hp065.utah.cloudlab.us,144,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,29.663085737,29.671626725,Success,3.568
1447,7e6e846a-2ff5-11ec-8577-1458d0584f82,hp065.utah.cloudlab.us,144,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,29.671913839,29.685327454,Success,10.413
1448,7e6e846a-2ff5-11ec-8577-1458d0584f82,hp065.utah.cloudlab.us,144,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,29.685614702,29.694574583,Success,4.514
1449,7e6e846a-2ff5-11ec-8577-1458d0584f82,hp065.utah.cloudlab.us,144,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,29.694856941,29.703324126,Success,3.584
1451,4933b3a4-2ff6-11ec-8765-1458d0584f82,hp065.utah.cloudlab.us,145,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,29.782088189,29.792830474,Success,6.863
1452,4933b3a4-2ff6-11ec-8765-1458d0584f82,hp065.utah.cloudlab.us,145,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,29.793126242,29.806670212,Success,10.93
1453,4933b3a4-2ff6-11ec-8765-1458d0584f82,hp065.utah.cloudlab.us,145,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,29.806963474,29.814494338,Success,1.942
1454,4933b3a4-2ff6-11ec-8765-1458d0584f82,hp065.utah.cloudlab.us,145,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,29.814779542,29.824413438,Success,4.905
1455,4933b3a4-2ff6-11ec-8765-1458d0584f82,hp065.utah.cloudlab.us,145,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,29.824706921,29.865858569,Success,27.991
1456,4933b3a4-2ff6-11ec-8765-1458d0584f82,hp065.utah.cloudlab.us,145,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,29.866164606,29.874753358,Success,3.561
1457,4933b3a4-2ff6-11ec-8765-1458d0584f82,hp065.utah.cloudlab.us,145,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,29.875039554,29.888665293,Success,10.416
1458,4933b3a4-2ff6-11ec-8765-1458d0584f82,hp065.utah.cloudlab.us,145,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,29.888971921,29.897948243,Success,4.547
1459,4933b3a4-2ff6-11ec-8765-1458d0584f82,hp065.utah.cloudlab.us,145,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,29.898232284,29.906829831,Success,3.577
1461,12e28fc2-2ff7-11ec-8e41-1458d0584f82,hp065.utah.cloudlab.us,146,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,29.986548671,29.99721816,Success,6.84
1462,12e28fc2-2ff7-11ec-8e41-1458d0584f82,hp065.utah.cloudlab.us,146,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,29.997515848,30.010948927,Success,10.882
1463,12e28fc2-2ff7-11ec-8e41-1458d0584f82,hp065.utah.cloudlab.us,146,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,30.011273517,30.018701592,Success,1.944
1464,12e28fc2-2ff7-11ec-8e41-1458d0584f82,hp065.utah.cloudlab.us,146,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,30.019024693,30.028567768,Success,4.911
1465,12e28fc2-2ff7-11ec-8e41-1458d0584f82,hp065.utah.cloudlab.us,146,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,30.028857332,30.069569457,Success,27.945
1466,12e28fc2-2ff7-11ec-8e41-1458d0584f82,hp065.utah.cloudlab.us,146,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,30.069903695,30.078405951,Success,3.541
1467,12e28fc2-2ff7-11ec-8e41-1458d0584f82,hp065.utah.cloudlab.us,146,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,30.078697053,30.092218879,Success,10.406
1468,12e28fc2-2ff7-11ec-8e41-1458d0584f82,hp065.utah.cloudlab.us,146,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,30.092505958,30.101609374,Success,4.514
1469,12e28fc2-2ff7-11ec-8e41-1458d0584f82,hp065.utah.cloudlab.us,146,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,30.101929694,30.11050176,Success,3.596
1471,dd8a6fd0-2ff7-11ec-8ec5-1458d0584f82,hp065.utah.cloudlab.us,147,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,30.189184648,30.200047251,Success,6.86
1472,dd8a6fd0-2ff7-11ec-8ec5-1458d0584f82,hp065.utah.cloudlab.us,147,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,30.200373144,30.213707852,Success,10.941
1473,dd8a6fd0-2ff7-11ec-8ec5-1458d0584f82,hp065.utah.cloudlab.us,147,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,30.21403158,30.221476062,Success,1.974
1474,dd8a6fd0-2ff7-11ec-8ec5-1458d0584f82,hp065.utah.cloudlab.us,147,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,30.221766322,30.231202831,Success,4.891
1475,dd8a6fd0-2ff7-11ec-8ec5-1458d0584f82,hp065.utah.cloudlab.us,147,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,30.231490666,30.272558129,Success,27.845
1476,dd8a6fd0-2ff7-11ec-8ec5-1458d0584f82,hp065.utah.cloudlab.us,147,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,30.272870145,30.281292204,Success,3.563
1477,dd8a6fd0-2ff7-11ec-8ec5-1458d0584f82,hp065.utah.cloudlab.us,147,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,30.281570843,30.294838455,Success,10.389
1478,dd8a6fd0-2ff7-11ec-8ec5-1458d0584f82,hp065.utah.cloudlab.us,147,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,30.295420465,30.304918647,Success,4.445
1479,dd8a6fd0-2ff7-11ec-8ec5-1458d0584f82,hp065.utah.cloudlab.us,147,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,30.305206793,30.314078083,Success,3.602
1481,a6f9d1b8-2ff8-11ec-9d9f-1458d0584f82,hp065.utah.cloudlab.us,148,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,30.393546625,30.404302088,Success,6.842
1482,a6f9d1b8-2ff8-11ec-9d9f-1458d0584f82,hp065.utah.cloudlab.us,148,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,30.404600523,30.418056527,Success,10.882
1483,a6f9d1b8-2ff8-11ec-9d9f-1458d0584f82,hp065.utah.cloudlab.us,148,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,30.418346352,30.425779989,Success,1.946
1484,a6f9d1b8-2ff8-11ec-9d9f-1458d0584f82,hp065.utah.cloudlab.us,148,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,30.426061985,30.435606022,Success,4.908
1485,a6f9d1b8-2ff8-11ec-9d9f-1458d0584f82,hp065.utah.cloudlab.us,148,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,30.435899285,30.477035503,Success,27.869
1486,a6f9d1b8-2ff8-11ec-9d9f-1458d0584f82,hp065.utah.cloudlab.us,148,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,30.477337686,30.485849035,Success,3.554
1487,a6f9d1b8-2ff8-11ec-9d9f-1458d0584f82,hp065.utah.cloudlab.us,148,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,30.486136374,30.499628707,Success,10.44
1488,a6f9d1b8-2ff8-11ec-9d9f-1458d0584f82,hp065.utah.cloudlab.us,148,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,30.499922922,30.508969699,Success,4.546
1489,a6f9d1b8-2ff8-11ec-9d9f-1458d0584f82,hp065.utah.cloudlab.us,148,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,30.509257619,30.517809188,Success,3.575
1491,71ab79bd-2ff9-11ec-aa20-1458d0584f82,hp065.utah.cloudlab.us,149,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,30.597675869,30.608146503,Success,6.882
1492,71ab79bd-2ff9-11ec-aa20-1458d0584f82,hp065.utah.cloudlab.us,149,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,30.608462358,30.622268608,Success,10.892
1493,71ab79bd-2ff9-11ec-aa20-1458d0584f82,hp065.utah.cloudlab.us,149,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,30.622561605,30.629760719,Success,1.942
1494,71ab79bd-2ff9-11ec-aa20-1458d0584f82,hp065.utah.cloudlab.us,149,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,30.630042294,30.639372972,Success,4.923
1495,71ab79bd-2ff9-11ec-aa20-1458d0584f82,hp065.utah.cloudlab.us,149,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,30.639668424,30.680562317,Success,28.025
1496,71ab79bd-2ff9-11ec-aa20-1458d0584f82,hp065.utah.cloudlab.us,149,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,30.680896835,30.689320592,Success,3.548
1497,71ab79bd-2ff9-11ec-aa20-1458d0584f82,hp065.utah.cloudlab.us,149,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,30.689609264,30.703028364,Success,10.403
1498,71ab79bd-2ff9-11ec-aa20-1458d0584f82,hp065.utah.cloudlab.us,149,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,30.703321256,30.712383981,Success,4.525
1499,71ab79bd-2ff9-11ec-aa20-1458d0584f82,hp065.utah.cloudlab.us,149,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,30.712668985,30.721103179,Success,3.576
1501,3c7589f7-2ffa-11ec-91b9-1458d0584f82,hp065.utah.cloudlab.us,150,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,30.800339477,30.811479972,Success,6.887
1502,3c7589f7-2ffa-11ec-91b9-1458d0584f82,hp065.utah.cloudlab.us,150,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,30.811776077,30.825330124,Success,10.915
1503,3c7589f7-2ffa-11ec-91b9-1458d0584f82,hp065.utah.cloudlab.us,150,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,30.825626644,30.833041656,Success,1.963
1504,3c7589f7-2ffa-11ec-91b9-1458d0584f82,hp065.utah.cloudlab.us,150,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,30.833330278,30.842912157,Success,4.912
1505,3c7589f7-2ffa-11ec-91b9-1458d0584f82,hp065.utah.cloudlab.us,150,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,30.843201821,30.884162989,Success,27.976
1506,3c7589f7-2ffa-11ec-91b9-1458d0584f82,hp065.utah.cloudlab.us,150,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,30.884476593,30.892909328,Success,3.549
