run_uuid,timestamp,nodeid,nodeuuid,socket_num,dvfs,omp_nthreads_used,units,copy_omp_max,copy_omp_min,copy_omp_mean,copy_omp_stdev,scale_omp_max,scale_omp_min,scale_omp_mean,scale_omp_stdev,add_omp_max,add_omp_min,add_omp_mean,add_omp_stdev,triad_omp_max,triad_omp_min,triad_omp_mean,triad_omp_stdev
200,100,hp065,fc15a3fa-0e73-11e8-bb5e-810a69dd7768,0,yes,20,MB/s,34025.60,33136.08,33765.23,137.37,33869.94,31933.70,33676.21,187.15,38188.69,37042.25,37946.66,142.81,38354.12,37639.26,38068.75,138.81
