,run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
3906,8dc6b88c-30df-11ec-b512-ecb1d7853a62,hp055.utah.cloudlab.us,390,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,75.974224951,75.982601523,Success,3.51
3907,8dc6b88c-30df-11ec-b512-ecb1d7853a62,hp055.utah.cloudlab.us,390,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,75.982894435,75.996120965,Success,10.368
3908,8dc6b88c-30df-11ec-b512-ecb1d7853a62,hp055.utah.cloudlab.us,390,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,75.996408634,76.005297629,Success,4.423
3909,8dc6b88c-30df-11ec-b512-ecb1d7853a62,hp055.utah.cloudlab.us,390,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,76.005603847,76.013968185,Success,3.606
3910,6dfcb88c-30e0-11ec-b64e-ecb1d7853a62,hp055.utah.cloudlab.us,391,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,0,random,76.054340729,76.064145857,Success,3.488
3911,6dfcb88c-30e0-11ec-b64e-ecb1d7853a62,hp055.utah.cloudlab.us,391,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,random,76.064474105,76.074906115,Success,6.845
3912,6dfcb88c-30e0-11ec-b64e-ecb1d7853a62,hp055.utah.cloudlab.us,391,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,2,random,76.075209256,76.084102583,Success,4.447
3913,6dfcb88c-30e0-11ec-b64e-ecb1d7853a62,hp055.utah.cloudlab.us,391,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,3,random,76.084387481,76.097529307,Success,10.896
3914,6dfcb88c-30e0-11ec-b64e-ecb1d7853a62,hp055.utah.cloudlab.us,391,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,4,random,76.097828187,76.111028944,Success,10.373
3915,6dfcb88c-30e0-11ec-b64e-ecb1d7853a62,hp055.utah.cloudlab.us,391,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,random,76.111335497,76.151729286,Success,27.952
3916,6dfcb88c-30e0-11ec-b64e-ecb1d7853a62,hp055.utah.cloudlab.us,391,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,6,random,76.152069893,76.159375242,Success,1.935
3917,6dfcb88c-30e0-11ec-b64e-ecb1d7853a62,hp055.utah.cloudlab.us,391,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,7,random,76.159678914,76.16915234,Success,4.891
3918,6dfcb88c-30e0-11ec-b64e-ecb1d7853a62,hp055.utah.cloudlab.us,391,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,8,random,76.169464055,76.177833213,Success,3.601
3921,4e6527fb-30e1-11ec-b62f-ecb1d7853a62,hp055.utah.cloudlab.us,392,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,76.273053364,76.287079745,Success,6.825
3922,4e6527fb-30e1-11ec-b62f-ecb1d7853a62,hp055.utah.cloudlab.us,392,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,76.287396396,76.300616752,Success,10.865
3923,4e6527fb-30e1-11ec-b62f-ecb1d7853a62,hp055.utah.cloudlab.us,392,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,76.300925491,76.308137667,Success,1.936
3924,4e6527fb-30e1-11ec-b62f-ecb1d7853a62,hp055.utah.cloudlab.us,392,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,76.308424039,76.317601137,Success,4.888
3925,4e6527fb-30e1-11ec-b62f-ecb1d7853a62,hp055.utah.cloudlab.us,392,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,76.317888842,76.357747001,Success,27.895
3926,4e6527fb-30e1-11ec-b62f-ecb1d7853a62,hp055.utah.cloudlab.us,392,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,76.358051083,76.366216587,Success,3.536
3927,4e6527fb-30e1-11ec-b62f-ecb1d7853a62,hp055.utah.cloudlab.us,392,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,76.366504448,76.379698413,Success,10.394
3928,4e6527fb-30e1-11ec-b62f-ecb1d7853a62,hp055.utah.cloudlab.us,392,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,76.37998899,76.388852479,Success,4.457
3929,4e6527fb-30e1-11ec-b62f-ecb1d7853a62,hp055.utah.cloudlab.us,392,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,76.3891363,76.397461943,Success,3.582
3930,2eb416da-30e2-11ec-abc6-ecb1d7853a62,hp055.utah.cloudlab.us,393,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,0,random,76.439909522,76.450268304,Success,4.447
3931,2eb416da-30e2-11ec-abc6-ecb1d7853a62,hp055.utah.cloudlab.us,393,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,1,random,76.450563191,76.490744852,Success,27.818
3933,2eb416da-30e2-11ec-abc6-ecb1d7853a62,hp055.utah.cloudlab.us,393,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,3,random,76.517358238,76.52657561,Success,4.9
3934,2eb416da-30e2-11ec-abc6-ecb1d7853a62,hp055.utah.cloudlab.us,393,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,4,random,76.526871007,76.535051844,Success,3.562
3935,2eb416da-30e2-11ec-abc6-ecb1d7853a62,hp055.utah.cloudlab.us,393,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,5,random,76.535333114,76.548775793,Success,10.385
3936,2eb416da-30e2-11ec-abc6-ecb1d7853a62,hp055.utah.cloudlab.us,393,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,6,random,76.549067056,76.562169908,Success,10.911
3937,2eb416da-30e2-11ec-abc6-ecb1d7853a62,hp055.utah.cloudlab.us,393,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,7,random,76.56246495,76.572763365,Success,6.841
3938,2eb416da-30e2-11ec-abc6-ecb1d7853a62,hp055.utah.cloudlab.us,393,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,8,random,76.57305312,76.580245404,Success,1.961
3939,2eb416da-30e2-11ec-abc6-ecb1d7853a62,hp055.utah.cloudlab.us,393,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,9,random,76.580534197,76.588814727,Success,3.584
3941,0f227c7e-30e3-11ec-b69c-ecb1d7853a62,hp055.utah.cloudlab.us,394,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,76.658190555,76.668356087,Success,6.82
3942,0f227c7e-30e3-11ec-b69c-ecb1d7853a62,hp055.utah.cloudlab.us,394,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,76.668644343,76.682110919,Success,10.876
3943,0f227c7e-30e3-11ec-b69c-ecb1d7853a62,hp055.utah.cloudlab.us,394,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,76.682410812,76.689648623,Success,1.933
3944,0f227c7e-30e3-11ec-b69c-ecb1d7853a62,hp055.utah.cloudlab.us,394,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,76.689933596,76.69915332,Success,4.883
3945,0f227c7e-30e3-11ec-b69c-ecb1d7853a62,hp055.utah.cloudlab.us,394,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,76.699437266,76.739191088,Success,27.912
3946,0f227c7e-30e3-11ec-b69c-ecb1d7853a62,hp055.utah.cloudlab.us,394,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,76.739485719,76.74773284,Success,3.502
3947,0f227c7e-30e3-11ec-b69c-ecb1d7853a62,hp055.utah.cloudlab.us,394,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,76.74801842,76.761077753,Success,10.396
3948,0f227c7e-30e3-11ec-b69c-ecb1d7853a62,hp055.utah.cloudlab.us,394,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,76.761375215,76.770742572,Success,4.51
3949,0f227c7e-30e3-11ec-b69c-ecb1d7853a62,hp055.utah.cloudlab.us,394,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,76.771029495,76.779002317,Success,3.561
3950,ef7dce16-30e3-11ec-8477-ecb1d7853a62,hp055.utah.cloudlab.us,395,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,0,random,76.820609462,76.830430983,Success,3.484
3951,ef7dce16-30e3-11ec-8477-ecb1d7853a62,hp055.utah.cloudlab.us,395,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,1,random,76.83074786,76.839919382,Success,4.883
3952,ef7dce16-30e3-11ec-8477-ecb1d7853a62,hp055.utah.cloudlab.us,395,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,2,random,76.840204265,76.849053364,Success,4.423
3953,ef7dce16-30e3-11ec-8477-ecb1d7853a62,hp055.utah.cloudlab.us,395,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,3,random,76.849340377,76.862392689,Success,10.869
3954,ef7dce16-30e3-11ec-8477-ecb1d7853a62,hp055.utah.cloudlab.us,395,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,4,random,76.862681927,76.876280625,Success,10.399
3955,ef7dce16-30e3-11ec-8477-ecb1d7853a62,hp055.utah.cloudlab.us,395,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,5,random,76.87657288,76.886938214,Success,6.849
3956,ef7dce16-30e3-11ec-8477-ecb1d7853a62,hp055.utah.cloudlab.us,395,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,6,random,76.887222912,76.895532753,Success,3.579
3957,ef7dce16-30e3-11ec-8477-ecb1d7853a62,hp055.utah.cloudlab.us,395,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,7,random,76.8958147,76.902902569,Success,1.943
3959,ef7dce16-30e3-11ec-8477-ecb1d7853a62,hp055.utah.cloudlab.us,395,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,9,random,76.9299949,76.970251944,Success,27.841
3961,cfd7d336-30e4-11ec-9004-ecb1d7853a62,hp055.utah.cloudlab.us,396,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,77.040576975,77.051343004,Success,6.85
3962,cfd7d336-30e4-11ec-9004-ecb1d7853a62,hp055.utah.cloudlab.us,396,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,77.051633315,77.065215666,Success,10.889
3963,cfd7d336-30e4-11ec-9004-ecb1d7853a62,hp055.utah.cloudlab.us,396,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,77.065511405,77.07271823,Success,1.934
3964,cfd7d336-30e4-11ec-9004-ecb1d7853a62,hp055.utah.cloudlab.us,396,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,77.072996453,77.082338964,Success,4.889
3965,cfd7d336-30e4-11ec-9004-ecb1d7853a62,hp055.utah.cloudlab.us,396,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,77.082623923,77.122242416,Success,27.764
3966,cfd7d336-30e4-11ec-9004-ecb1d7853a62,hp055.utah.cloudlab.us,396,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,77.122554969,77.130873673,Success,3.556
3967,cfd7d336-30e4-11ec-9004-ecb1d7853a62,hp055.utah.cloudlab.us,396,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,77.131160616,77.144327554,Success,10.346
3968,cfd7d336-30e4-11ec-9004-ecb1d7853a62,hp055.utah.cloudlab.us,396,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,77.14461584,77.153418926,Success,4.486
3969,cfd7d336-30e4-11ec-9004-ecb1d7853a62,hp055.utah.cloudlab.us,396,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,77.153702983,77.162039567,Success,3.59
3970,b0078b00-30e5-11ec-bfa8-ecb1d7853a62,hp055.utah.cloudlab.us,397,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,0,random,77.206149998,77.217027831,Success,4.879
3971,b0078b00-30e5-11ec-bfa8-ecb1d7853a62,hp055.utah.cloudlab.us,397,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,1,random,77.217355258,77.225998537,Success,4.491
3972,b0078b00-30e5-11ec-bfa8-ecb1d7853a62,hp055.utah.cloudlab.us,397,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,2,random,77.226280273,77.23441046,Success,3.572
3973,b0078b00-30e5-11ec-bfa8-ecb1d7853a62,hp055.utah.cloudlab.us,397,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,3,random,77.234700179,77.274603315,Success,27.897
3974,b0078b00-30e5-11ec-bfa8-ecb1d7853a62,hp055.utah.cloudlab.us,397,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,4,random,77.274949144,77.283662777,Success,3.566
3976,b0078b00-30e5-11ec-bfa8-ecb1d7853a62,hp055.utah.cloudlab.us,397,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,6,random,77.310299971,77.320563468,Success,6.814
3977,b0078b00-30e5-11ec-bfa8-ecb1d7853a62,hp055.utah.cloudlab.us,397,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,7,random,77.320859036,77.328110562,Success,1.958
3978,b0078b00-30e5-11ec-bfa8-ecb1d7853a62,hp055.utah.cloudlab.us,397,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,8,random,77.328394779,77.341549993,Success,10.882
3979,b0078b00-30e5-11ec-bfa8-ecb1d7853a62,hp055.utah.cloudlab.us,397,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,9,random,77.341840454,77.354978193,Success,10.371
3981,90684458-30e6-11ec-bc6f-ecb1d7853a62,hp055.utah.cloudlab.us,398,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,77.4247628,77.435081558,Success,6.796
3982,90684458-30e6-11ec-bc6f-ecb1d7853a62,hp055.utah.cloudlab.us,398,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,77.435383265,77.448728753,Success,10.868
3983,90684458-30e6-11ec-bc6f-ecb1d7853a62,hp055.utah.cloudlab.us,398,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,77.4490994,77.456329752,Success,1.934
3984,90684458-30e6-11ec-bc6f-ecb1d7853a62,hp055.utah.cloudlab.us,398,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,77.456657825,77.466113151,Success,4.884
3985,90684458-30e6-11ec-bc6f-ecb1d7853a62,hp055.utah.cloudlab.us,398,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,77.466444577,77.507058829,Success,27.759
3986,90684458-30e6-11ec-bc6f-ecb1d7853a62,hp055.utah.cloudlab.us,398,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,77.507410241,77.515552852,Success,3.521
3987,90684458-30e6-11ec-bc6f-ecb1d7853a62,hp055.utah.cloudlab.us,398,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,77.515838568,77.52904908,Success,10.403
3988,90684458-30e6-11ec-bc6f-ecb1d7853a62,hp055.utah.cloudlab.us,398,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,77.529359908,77.538266325,Success,4.484
3989,90684458-30e6-11ec-bc6f-ecb1d7853a62,hp055.utah.cloudlab.us,398,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,77.538571415,77.546755719,Success,3.582
3991,70986ae0-30e7-11ec-a02f-ecb1d7853a62,hp055.utah.cloudlab.us,399,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,1,random,77.616530221,77.625324212,Success,3.517
3992,70986ae0-30e7-11ec-a02f-ecb1d7853a62,hp055.utah.cloudlab.us,399,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,2,random,77.625614111,77.634549485,Success,4.449
3993,70986ae0-30e7-11ec-a02f-ecb1d7853a62,hp055.utah.cloudlab.us,399,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,3,random,77.63485245,77.645314484,Success,6.829
3994,70986ae0-30e7-11ec-a02f-ecb1d7853a62,hp055.utah.cloudlab.us,399,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,4,random,77.645641584,77.685756929,Success,27.779
3995,70986ae0-30e7-11ec-a02f-ecb1d7853a62,hp055.utah.cloudlab.us,399,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,5,random,77.68606462,77.699300399,Success,10.847
3996,70986ae0-30e7-11ec-a02f-ecb1d7853a62,hp055.utah.cloudlab.us,399,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,6,random,77.699590865,77.707159976,Success,1.941
3997,70986ae0-30e7-11ec-a02f-ecb1d7853a62,hp055.utah.cloudlab.us,399,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,7,random,77.707469877,77.716900452,Success,4.878
3998,70986ae0-30e7-11ec-a02f-ecb1d7853a62,hp055.utah.cloudlab.us,399,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,8,random,77.717219208,77.725538115,Success,3.571
3999,70986ae0-30e7-11ec-a02f-ecb1d7853a62,hp055.utah.cloudlab.us,399,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,9,random,77.72582371,77.739005647,Success,10.388
4001,50cc00cc-30e8-11ec-88cd-ecb1d7853a62,hp055.utah.cloudlab.us,400,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,77.810670934,77.821941668,Success,6.8
4002,50cc00cc-30e8-11ec-88cd-ecb1d7853a62,hp055.utah.cloudlab.us,400,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,77.822267255,77.835552099,Success,10.875
4003,50cc00cc-30e8-11ec-88cd-ecb1d7853a62,hp055.utah.cloudlab.us,400,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,77.835871116,77.843034698,Success,1.961
4004,50cc00cc-30e8-11ec-88cd-ecb1d7853a62,hp055.utah.cloudlab.us,400,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,77.843342729,77.852673655,Success,4.879
4005,50cc00cc-30e8-11ec-88cd-ecb1d7853a62,hp055.utah.cloudlab.us,400,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,77.852959891,77.893010826,Success,27.858
4006,50cc00cc-30e8-11ec-88cd-ecb1d7853a62,hp055.utah.cloudlab.us,400,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,77.893365139,77.901659155,Success,3.536
4007,50cc00cc-30e8-11ec-88cd-ecb1d7853a62,hp055.utah.cloudlab.us,400,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,77.901973772,77.915359474,Success,10.373
4008,50cc00cc-30e8-11ec-88cd-ecb1d7853a62,hp055.utah.cloudlab.us,400,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,77.915652782,77.925030185,Success,4.495
4009,50cc00cc-30e8-11ec-88cd-ecb1d7853a62,hp055.utah.cloudlab.us,400,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,77.925342146,77.93372758,Success,3.577
4010,311bad6f-30e9-11ec-8c84-ecb1d7853a62,hp055.utah.cloudlab.us,401,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,0,random,77.973937699,77.988670294,Success,10.867
4011,311bad6f-30e9-11ec-8c84-ecb1d7853a62,hp055.utah.cloudlab.us,401,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,1,random,77.988970829,78.028897678,Success,27.891
4012,311bad6f-30e9-11ec-8c84-ecb1d7853a62,hp055.utah.cloudlab.us,401,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,2,random,78.029271562,78.03764296,Success,3.56
4013,311bad6f-30e9-11ec-8c84-ecb1d7853a62,hp055.utah.cloudlab.us,401,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,3,random,78.037921619,78.051530115,Success,10.355
4014,311bad6f-30e9-11ec-8c84-ecb1d7853a62,hp055.utah.cloudlab.us,401,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,random,78.051819644,78.061129652,Success,4.871
4016,311bad6f-30e9-11ec-8c84-ecb1d7853a62,hp055.utah.cloudlab.us,401,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,6,random,78.087776182,78.095886358,Success,3.579
4017,311bad6f-30e9-11ec-8c84-ecb1d7853a62,hp055.utah.cloudlab.us,401,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,7,random,78.096169498,78.103893588,Success,1.938
4018,311bad6f-30e9-11ec-8c84-ecb1d7853a62,hp055.utah.cloudlab.us,401,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,random,78.104172728,78.112919309,Success,4.553
4019,311bad6f-30e9-11ec-8c84-ecb1d7853a62,hp055.utah.cloudlab.us,401,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,9,random,78.113205671,78.123593654,Success,6.846
4021,eaa3ccac-30e9-11ec-b3f8-ecb1d7853a62,hp055.utah.cloudlab.us,402,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,78.199620417,78.210065291,Success,6.857
