testname,class,size,iterations,exec_time,total_threads,avail_threads,mops_total,mops_per_thread,operation_type,verification,version,compile_date,compiler,linker,lib,inc,flags,linkflags,rand,run_uuid,timestamp,nodeid,nodeuuid,socket_num,dvfs
FT,B,512x 256x 256,20,4.876,20,20,18878.795,943.940,floating point,SUCCESSFUL,3.3.1,17 Oct 2021,f77,$(F77),(none),(none),-O3 -fopenmp,-O3 -fopenmp,randi8,200,,hp055,9a26a771-0dfd-11e8-bb5e-810a69dd7768,0,yes
