run_uuid,timestamp,nodeid,nodeuuid,socket_num,dvfs,omp_nthreads_used,units,copy_omp_max,copy_omp_min,copy_omp_mean,copy_omp_stdev,scale_omp_max,scale_omp_min,scale_omp_mean,scale_omp_stdev,add_omp_max,add_omp_min,add_omp_mean,add_omp_stdev,triad_omp_max,triad_omp_min,triad_omp_mean,triad_omp_stdev
200,100,hp055,9a26a771-0dfd-11e8-bb5e-810a69dd7768,0,yes,20,MB/s,34425.67,34004.07,34263.69,64.20,34280.81,33797.66,34153.23,63.34,38612.34,38172.64,38460.01,70.56,38748.15,37236.72,38582.62,125.65
