SW_num_not_normal_fixed,SW_number_normal_fixed,Fraction_not_normal_fixed,SW_num_not_normal_random,SW_number_normal_random,Fraction_not_normal_random
10.0,3.0,0.7692307692307693,3.0,10.0,0.23076923076923078
