,run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
87,52f0c31d-2e10-11ec-8a97-1458d0584f82,hp065.utah.cloudlab.us,8,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,3.021325055,3.034792921,Success,10.394
88,52f0c31d-2e10-11ec-8a97-1458d0584f82,hp065.utah.cloudlab.us,8,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,3.035086549,3.044149021,Success,4.452
89,52f0c31d-2e10-11ec-8a97-1458d0584f82,hp065.utah.cloudlab.us,8,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,3.04443632,3.052957521,Success,3.589
91,1da26907-2e11-11ec-a215-1458d0584f82,hp065.utah.cloudlab.us,9,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,3.13209068,3.14293394,Success,6.87
92,1da26907-2e11-11ec-a215-1458d0584f82,hp065.utah.cloudlab.us,9,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,3.143257628,3.156742276,Success,10.869
93,1da26907-2e11-11ec-a215-1458d0584f82,hp065.utah.cloudlab.us,9,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,3.157077194,3.164552855,Success,1.97
94,1da26907-2e11-11ec-a215-1458d0584f82,hp065.utah.cloudlab.us,9,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,3.164868529,3.174474388,Success,4.92
95,1da26907-2e11-11ec-a215-1458d0584f82,hp065.utah.cloudlab.us,9,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,3.174792222,3.215717993,Success,28.032
96,1da26907-2e11-11ec-a215-1458d0584f82,hp065.utah.cloudlab.us,9,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,3.216070748,3.224502548,Success,3.546
97,1da26907-2e11-11ec-a215-1458d0584f82,hp065.utah.cloudlab.us,9,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,3.224783121,3.238322887,Success,10.414
98,1da26907-2e11-11ec-a215-1458d0584f82,hp065.utah.cloudlab.us,9,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,3.238640747,3.247867612,Success,4.493
99,1da26907-2e11-11ec-a215-1458d0584f82,hp065.utah.cloudlab.us,9,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,3.248187862,3.256716729,Success,3.589
101,e8715d12-2e11-11ec-a8ee-1458d0584f82,hp065.utah.cloudlab.us,10,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,3.335246705,3.346290243,Success,6.853
102,e8715d12-2e11-11ec-a8ee-1458d0584f82,hp065.utah.cloudlab.us,10,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,3.346584618,3.360021444,Success,10.931
103,e8715d12-2e11-11ec-a8ee-1458d0584f82,hp065.utah.cloudlab.us,10,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,3.360310086,3.367599712,Success,1.946
104,e8715d12-2e11-11ec-a8ee-1458d0584f82,hp065.utah.cloudlab.us,10,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,3.367879468,3.377413149,Success,4.9
105,e8715d12-2e11-11ec-a8ee-1458d0584f82,hp065.utah.cloudlab.us,10,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,3.377729319,3.418911065,Success,28.108
106,e8715d12-2e11-11ec-a8ee-1458d0584f82,hp065.utah.cloudlab.us,10,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,3.41921389,3.427691504,Success,3.525
107,e8715d12-2e11-11ec-a8ee-1458d0584f82,hp065.utah.cloudlab.us,10,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,3.427986456,3.441501458,Success,10.431
108,e8715d12-2e11-11ec-a8ee-1458d0584f82,hp065.utah.cloudlab.us,10,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,3.441796555,3.450826535,Success,4.522
109,e8715d12-2e11-11ec-a8ee-1458d0584f82,hp065.utah.cloudlab.us,10,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,3.451120579,3.459594853,Success,3.581
111,b35d9ba5-2e12-11ec-8aa5-1458d0584f82,hp065.utah.cloudlab.us,11,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,3.541094275,3.551742067,Success,6.856
112,b35d9ba5-2e12-11ec-8aa5-1458d0584f82,hp065.utah.cloudlab.us,11,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,3.552035926,3.565569827,Success,10.979
113,b35d9ba5-2e12-11ec-8aa5-1458d0584f82,hp065.utah.cloudlab.us,11,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,3.565859436,3.573330853,Success,1.969
114,b35d9ba5-2e12-11ec-8aa5-1458d0584f82,hp065.utah.cloudlab.us,11,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,3.573618388,3.583234789,Success,4.908
115,b35d9ba5-2e12-11ec-8aa5-1458d0584f82,hp065.utah.cloudlab.us,11,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,3.583533043,3.624372734,Success,27.854
116,b35d9ba5-2e12-11ec-8aa5-1458d0584f82,hp065.utah.cloudlab.us,11,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,3.62469967,3.633198411,Success,3.586
