,run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
804,2cea6f1c-2e4b-11ec-82c5-1458d0584f82,hp065.utah.cloudlab.us,80,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,17.341824155,17.351258916,Success,4.91
805,2cea6f1c-2e4b-11ec-82c5-1458d0584f82,hp065.utah.cloudlab.us,80,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,17.351549432,17.392225739,Success,27.898
806,2cea6f1c-2e4b-11ec-82c5-1458d0584f82,hp065.utah.cloudlab.us,80,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,17.39255081,17.401004212,Success,3.565
807,2cea6f1c-2e4b-11ec-82c5-1458d0584f82,hp065.utah.cloudlab.us,80,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,17.401288949,17.414762397,Success,10.402
808,2cea6f1c-2e4b-11ec-82c5-1458d0584f82,hp065.utah.cloudlab.us,80,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,17.415043977,17.423939047,Success,4.581
809,2cea6f1c-2e4b-11ec-82c5-1458d0584f82,hp065.utah.cloudlab.us,80,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,17.424216227,17.432682633,Success,3.613
811,1c8f2138-2e4c-11ec-a967-1458d0584f82,hp065.utah.cloudlab.us,81,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,17.503577118,17.514265963,Success,6.846
812,1c8f2138-2e4c-11ec-a967-1458d0584f82,hp065.utah.cloudlab.us,81,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,17.514563496,17.528041957,Success,10.887
813,1c8f2138-2e4c-11ec-a967-1458d0584f82,hp065.utah.cloudlab.us,81,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,17.528355331,17.535795944,Success,1.967
814,1c8f2138-2e4c-11ec-a967-1458d0584f82,hp065.utah.cloudlab.us,81,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,17.536081574,17.545405196,Success,4.901
815,1c8f2138-2e4c-11ec-a967-1458d0584f82,hp065.utah.cloudlab.us,81,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,17.545702483,17.586463043,Success,27.978
816,1c8f2138-2e4c-11ec-a967-1458d0584f82,hp065.utah.cloudlab.us,81,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,17.586776126,17.595257025,Success,3.548
817,1c8f2138-2e4c-11ec-a967-1458d0584f82,hp065.utah.cloudlab.us,81,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,17.595539202,17.609068766,Success,10.397
818,1c8f2138-2e4c-11ec-a967-1458d0584f82,hp065.utah.cloudlab.us,81,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,17.609373399,17.618570751,Success,4.571
819,1c8f2138-2e4c-11ec-a967-1458d0584f82,hp065.utah.cloudlab.us,81,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,17.618867542,17.627423987,Success,3.604
821,fd63e8bc-2e4c-11ec-a3dd-1458d0584f82,hp065.utah.cloudlab.us,82,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,17.695966373,17.70694871,Success,6.831
822,fd63e8bc-2e4c-11ec-a3dd-1458d0584f82,hp065.utah.cloudlab.us,82,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,17.707242223,17.720916023,Success,10.893
823,fd63e8bc-2e4c-11ec-a3dd-1458d0584f82,hp065.utah.cloudlab.us,82,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,17.721235421,17.728629575,Success,1.952
824,fd63e8bc-2e4c-11ec-a3dd-1458d0584f82,hp065.utah.cloudlab.us,82,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,17.72891122,17.738421792,Success,4.899
825,fd63e8bc-2e4c-11ec-a3dd-1458d0584f82,hp065.utah.cloudlab.us,82,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,17.73871107,17.779686051,Success,28.013
826,fd63e8bc-2e4c-11ec-a3dd-1458d0584f82,hp065.utah.cloudlab.us,82,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,17.779979875,17.788366989,Success,3.544
827,fd63e8bc-2e4c-11ec-a3dd-1458d0584f82,hp065.utah.cloudlab.us,82,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,17.788650214,17.802297091,Success,10.433
828,fd63e8bc-2e4c-11ec-a3dd-1458d0584f82,hp065.utah.cloudlab.us,82,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,17.802586514,17.811617858,Success,4.474
829,fd63e8bc-2e4c-11ec-a3dd-1458d0584f82,hp065.utah.cloudlab.us,82,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,17.811907062,17.820411832,Success,3.599
831,de3273c6-2e4d-11ec-819d-1458d0584f82,hp065.utah.cloudlab.us,83,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,17.890314117,17.900919706,Success,6.836
832,de3273c6-2e4d-11ec-819d-1458d0584f82,hp065.utah.cloudlab.us,83,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,17.90121344,17.91454974,Success,10.871
833,de3273c6-2e4d-11ec-819d-1458d0584f82,hp065.utah.cloudlab.us,83,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,17.914868531,17.922250173,Success,1.942
834,de3273c6-2e4d-11ec-819d-1458d0584f82,hp065.utah.cloudlab.us,83,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,17.922535438,17.932096919,Success,4.92
835,de3273c6-2e4d-11ec-819d-1458d0584f82,hp065.utah.cloudlab.us,83,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,17.932385842,17.973004016,Success,27.786
836,de3273c6-2e4d-11ec-819d-1458d0584f82,hp065.utah.cloudlab.us,83,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,17.973337231,17.981772301,Success,3.539
837,de3273c6-2e4d-11ec-819d-1458d0584f82,hp065.utah.cloudlab.us,83,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,17.982056953,17.995586032,Success,10.411
838,de3273c6-2e4d-11ec-819d-1458d0584f82,hp065.utah.cloudlab.us,83,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,17.995876538,18.004948656,Success,4.552
839,de3273c6-2e4d-11ec-819d-1458d0584f82,hp065.utah.cloudlab.us,83,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,18.005230657,18.013665706,Success,3.587
841,99d1b5b7-2e4e-11ec-8496-1458d0584f82,hp065.utah.cloudlab.us,84,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,18.091282176,18.101757167,Success,6.843
842,99d1b5b7-2e4e-11ec-8496-1458d0584f82,hp065.utah.cloudlab.us,84,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,18.102044766,18.115191006,Success,10.886
843,99d1b5b7-2e4e-11ec-8496-1458d0584f82,hp065.utah.cloudlab.us,84,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,18.11548065,18.1227355,Success,1.941
844,99d1b5b7-2e4e-11ec-8496-1458d0584f82,hp065.utah.cloudlab.us,84,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,18.123039502,18.132348795,Success,4.885
845,99d1b5b7-2e4e-11ec-8496-1458d0584f82,hp065.utah.cloudlab.us,84,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,18.132667065,18.173081665,Success,27.837
846,99d1b5b7-2e4e-11ec-8496-1458d0584f82,hp065.utah.cloudlab.us,84,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,18.17337165,18.181603097,Success,3.545
847,99d1b5b7-2e4e-11ec-8496-1458d0584f82,hp065.utah.cloudlab.us,84,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,18.181887243,18.195506873,Success,10.419
848,99d1b5b7-2e4e-11ec-8496-1458d0584f82,hp065.utah.cloudlab.us,84,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,18.19579567,18.20477734,Success,4.47
849,99d1b5b7-2e4e-11ec-8496-1458d0584f82,hp065.utah.cloudlab.us,84,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,18.20506311,18.213144803,Success,3.585
851,64835e75-2e4f-11ec-b673-1458d0584f82,hp065.utah.cloudlab.us,85,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,18.291988156,18.302538472,Success,6.866
852,64835e75-2e4f-11ec-b673-1458d0584f82,hp065.utah.cloudlab.us,85,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,18.302827651,18.316272957,Success,10.897
853,64835e75-2e4f-11ec-b673-1458d0584f82,hp065.utah.cloudlab.us,85,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,18.316564581,18.323954215,Success,1.961
854,64835e75-2e4f-11ec-b673-1458d0584f82,hp065.utah.cloudlab.us,85,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,18.32423971,18.333703868,Success,4.893
855,64835e75-2e4f-11ec-b673-1458d0584f82,hp065.utah.cloudlab.us,85,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,18.333996324,18.374507209,Success,28.01
856,64835e75-2e4f-11ec-b673-1458d0584f82,hp065.utah.cloudlab.us,85,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,18.374806501,18.38333961,Success,3.568
857,64835e75-2e4f-11ec-b673-1458d0584f82,hp065.utah.cloudlab.us,85,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,18.383624143,18.397128341,Success,10.414
858,64835e75-2e4f-11ec-b673-1458d0584f82,hp065.utah.cloudlab.us,85,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,18.397416863,18.406534339,Success,4.474
859,64835e75-2e4f-11ec-b673-1458d0584f82,hp065.utah.cloudlab.us,85,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,18.406819558,18.415411362,Success,3.581
861,2f39e737-2e50-11ec-953f-1458d0584f82,hp065.utah.cloudlab.us,86,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,18.495928801,18.506861348,Success,6.874
862,2f39e737-2e50-11ec-953f-1458d0584f82,hp065.utah.cloudlab.us,86,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,18.507152471,18.520578379,Success,10.963
863,2f39e737-2e50-11ec-953f-1458d0584f82,hp065.utah.cloudlab.us,86,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,18.520868334,18.52845647,Success,1.945
864,2f39e737-2e50-11ec-953f-1458d0584f82,hp065.utah.cloudlab.us,86,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,18.528740842,18.537896125,Success,4.912
865,2f39e737-2e50-11ec-953f-1458d0584f82,hp065.utah.cloudlab.us,86,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,18.538178071,18.578887348,Success,27.847
866,2f39e737-2e50-11ec-953f-1458d0584f82,hp065.utah.cloudlab.us,86,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,18.579184249,18.587652924,Success,3.535
867,2f39e737-2e50-11ec-953f-1458d0584f82,hp065.utah.cloudlab.us,86,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,18.587938494,18.601351025,Success,10.411
868,2f39e737-2e50-11ec-953f-1458d0584f82,hp065.utah.cloudlab.us,86,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,18.601635306,18.611074876,Success,4.467
869,2f39e737-2e50-11ec-953f-1458d0584f82,hp065.utah.cloudlab.us,86,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,18.611405876,18.619950259,Success,3.595
871,f800e079-2e50-11ec-b271-1458d0584f82,hp065.utah.cloudlab.us,87,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,18.682947281,18.693559477,Success,6.857
872,f800e079-2e50-11ec-b271-1458d0584f82,hp065.utah.cloudlab.us,87,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,18.6938505,18.70718475,Success,10.86
873,f800e079-2e50-11ec-b271-1458d0584f82,hp065.utah.cloudlab.us,87,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,18.707479972,18.714919542,Success,1.944
874,f800e079-2e50-11ec-b271-1458d0584f82,hp065.utah.cloudlab.us,87,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,18.715202059,18.724776539,Success,4.905
875,f800e079-2e50-11ec-b271-1458d0584f82,hp065.utah.cloudlab.us,87,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,18.7250756,18.766360566,Success,28.027
876,f800e079-2e50-11ec-b271-1458d0584f82,hp065.utah.cloudlab.us,87,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,18.766680254,18.77526238,Success,3.635
877,f800e079-2e50-11ec-b271-1458d0584f82,hp065.utah.cloudlab.us,87,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,18.775544843,18.789024177,Success,10.398
878,f800e079-2e50-11ec-b271-1458d0584f82,hp065.utah.cloudlab.us,87,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,18.789311962,18.79841668,Success,4.463
879,f800e079-2e50-11ec-b271-1458d0584f82,hp065.utah.cloudlab.us,87,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,18.798704771,18.807182871,Success,3.563
881,d8e2df0d-2e51-11ec-80a5-1458d0584f82,hp065.utah.cloudlab.us,88,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,18.876292589,18.886782839,Success,6.86
882,d8e2df0d-2e51-11ec-80a5-1458d0584f82,hp065.utah.cloudlab.us,88,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,18.887078467,18.900359841,Success,10.92
883,d8e2df0d-2e51-11ec-80a5-1458d0584f82,hp065.utah.cloudlab.us,88,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,18.900654622,18.907844405,Success,1.945
884,d8e2df0d-2e51-11ec-80a5-1458d0584f82,hp065.utah.cloudlab.us,88,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,18.908127273,18.917449401,Success,4.897
885,d8e2df0d-2e51-11ec-80a5-1458d0584f82,hp065.utah.cloudlab.us,88,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,18.917737527,18.958571386,Success,27.897
886,d8e2df0d-2e51-11ec-80a5-1458d0584f82,hp065.utah.cloudlab.us,88,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,18.958891866,18.967152339,Success,3.536
887,d8e2df0d-2e51-11ec-80a5-1458d0584f82,hp065.utah.cloudlab.us,88,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,18.967446093,18.980774425,Success,10.407
888,d8e2df0d-2e51-11ec-80a5-1458d0584f82,hp065.utah.cloudlab.us,88,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,18.981068544,18.98999782,Success,4.491
889,d8e2df0d-2e51-11ec-80a5-1458d0584f82,hp065.utah.cloudlab.us,88,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,18.990280919,18.999044405,Success,3.59
891,b9a340f9-2e52-11ec-be3a-1458d0584f82,hp065.utah.cloudlab.us,89,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,19.071142803,19.081489489,Success,6.821
892,b9a340f9-2e52-11ec-be3a-1458d0584f82,hp065.utah.cloudlab.us,89,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,19.081801911,19.095240361,Success,10.918
893,b9a340f9-2e52-11ec-be3a-1458d0584f82,hp065.utah.cloudlab.us,89,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,19.095565037,19.10282751,Success,1.942
894,b9a340f9-2e52-11ec-be3a-1458d0584f82,hp065.utah.cloudlab.us,89,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,19.103112433,19.112667127,Success,4.907
895,b9a340f9-2e52-11ec-be3a-1458d0584f82,hp065.utah.cloudlab.us,89,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,19.112985132,19.153729801,Success,27.87
896,b9a340f9-2e52-11ec-be3a-1458d0584f82,hp065.utah.cloudlab.us,89,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,19.154084626,19.162638428,Success,3.557
897,b9a340f9-2e52-11ec-be3a-1458d0584f82,hp065.utah.cloudlab.us,89,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,19.162923256,19.176350439,Success,10.418
898,b9a340f9-2e52-11ec-be3a-1458d0584f82,hp065.utah.cloudlab.us,89,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,19.176664605,19.185623543,Success,4.506
899,b9a340f9-2e52-11ec-be3a-1458d0584f82,hp065.utah.cloudlab.us,89,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,19.185929414,19.194481122,Success,3.595
901,9a5c502d-2e53-11ec-97d7-1458d0584f82,hp065.utah.cloudlab.us,90,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,19.264942751,19.275604582,Success,6.849
902,9a5c502d-2e53-11ec-97d7-1458d0584f82,hp065.utah.cloudlab.us,90,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,19.275897318,19.289432922,Success,10.904
903,9a5c502d-2e53-11ec-97d7-1458d0584f82,hp065.utah.cloudlab.us,90,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,19.289725237,19.297311505,Success,1.945
904,9a5c502d-2e53-11ec-97d7-1458d0584f82,hp065.utah.cloudlab.us,90,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,19.297598423,19.307009049,Success,4.909
905,9a5c502d-2e53-11ec-97d7-1458d0584f82,hp065.utah.cloudlab.us,90,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,19.307309824,19.348086133,Success,27.857
906,9a5c502d-2e53-11ec-97d7-1458d0584f82,hp065.utah.cloudlab.us,90,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,19.348400304,19.356975203,Success,3.624
907,9a5c502d-2e53-11ec-97d7-1458d0584f82,hp065.utah.cloudlab.us,90,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,19.357266716,19.370751352,Success,10.39
908,9a5c502d-2e53-11ec-97d7-1458d0584f82,hp065.utah.cloudlab.us,90,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,19.371065849,19.380204445,Success,4.561
909,9a5c502d-2e53-11ec-97d7-1458d0584f82,hp065.utah.cloudlab.us,90,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,19.38048797,19.389007268,Success,3.576
911,562747af-2e54-11ec-879a-1458d0584f82,hp065.utah.cloudlab.us,91,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,19.471645215,19.482039912,Success,6.846
912,562747af-2e54-11ec-879a-1458d0584f82,hp065.utah.cloudlab.us,91,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,19.482331085,19.495457901,Success,10.925
913,562747af-2e54-11ec-879a-1458d0584f82,hp065.utah.cloudlab.us,91,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,19.495750843,19.503050794,Success,1.981
914,562747af-2e54-11ec-879a-1458d0584f82,hp065.utah.cloudlab.us,91,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,19.503365295,19.512804718,Success,4.911
915,562747af-2e54-11ec-879a-1458d0584f82,hp065.utah.cloudlab.us,91,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,19.513104425,19.553259566,Success,27.979
916,562747af-2e54-11ec-879a-1458d0584f82,hp065.utah.cloudlab.us,91,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,19.553578087,19.561816944,Success,3.539
917,562747af-2e54-11ec-879a-1458d0584f82,hp065.utah.cloudlab.us,91,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,19.562125021,19.575336939,Success,10.403
918,562747af-2e54-11ec-879a-1458d0584f82,hp065.utah.cloudlab.us,91,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,19.575625736,19.584531155,Success,4.637
919,562747af-2e54-11ec-879a-1458d0584f82,hp065.utah.cloudlab.us,91,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,19.584874378,19.593188531,Success,3.612
921,21186527-2e55-11ec-bf1d-1458d0584f82,hp065.utah.cloudlab.us,92,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,19.671196004,19.681629043,Success,6.838
