testname,class,size,iterations,exec_time,total_threads,avail_threads,mops_total,mops_per_thread,operation_type,verification,version,compile_date,compiler,linker,lib,inc,flags,linkflags,rand,run_uuid,timestamp,nodeid,nodeuuid,socket_num,dvfs
LU,A,64x  64x  64,250,3.558,20,20,33533.122,1676.656,floating point,SUCCESSFUL,3.3.1,15 Oct 2021,f77,$(F77),(none),(none),-O3 -fopenmp,-O3 -fopenmp,(none),200,,hp065,fc15a3fa-0e73-11e8-bb5e-810a69dd7768,0,yes
